Provider,PotentialFraud,InpatientClaimCount,UniqueInpatientBeneficiaries,AvgInpatientReimbursement,TotalInpatientReimbursement,AvgLengthOfStay,MaxLengthOfStay,AvgDiagnosisCount,OutpatientClaimCount,UniqueOutpatientBeneficiaries,AvgOutpatientReimbursement,TotalOutpatientReimbursement,AvgPatientAge,AvgChronicConditions,DeceasedRate,AvgIPAnnualReimbursement,AvgOPAnnualReimbursement,UniqueBeneficiaries,Fraud
PRV55067,No,1.0,1.0,29000.0,29000.0,20.0,20.0,9.0,0.0,0.0,0.0,0.0,78.0,5.0,0.0,36140.0,7780.0,1,0
PRV55068,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,436.6666666666667,2620.0,65.5,6.166666666666667,0.0,14513.333333333334,4226.666666666667,6,0
PRV55069,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,97.61904761904762,2050.0,71.7,4.75,0.0,5639.5,3877.5,20,0
PRV55070,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,161.0,3220.0,73.3157894736842,4.2105263157894735,0.05263157894736842,2755.2631578947367,2200.5263157894738,19,0
PRV55071,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,58.0,370.42857142857144,25930.0,74.74137931034483,4.637931034482759,0.017241379310344827,7719.310344827586,2288.448275862069,58,0
PRV55072,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,41.0,198.95833333333334,9550.0,74.39024390243902,4.536585365853658,0.024390243902439025,6298.780487804878,1503.9024390243903,41,0
PRV55073,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,365.0,6570.0,70.94117647058823,4.352941176470588,0.0,7273.529411764706,2044.7058823529412,17,0
PRV55074,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,86.0,6.0,0.0,0.0,1570.0,1,0
PRV55076,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,154.0,770.0,64.4,4.8,0.0,2600.0,1224.0,5,0
PRV55077,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,48.75,390.0,71.14285714285714,5.571428571428571,0.0,731.4285714285714,2054.285714285714,7,0
PRV55078,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,3.0,0.0,0.0,1210.0,1,0
PRV55079,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,46.0,232.7659574468085,10940.0,74.45652173913044,4.3478260869565215,0.0,3779.1304347826085,1596.0869565217392,46,0
PRV55080,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,602.5,4820.0,80.75,4.25,0.0,875.0,2152.5,8,0
PRV55081,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,231.66666666666666,6950.0,71.39285714285714,4.0,0.0,3892.8571428571427,3081.785714285714,28,0
PRV55083,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,152.0,257.5,50470.0,75.10526315789474,4.421052631578948,0.0,4663.1578947368425,1820.1315789473683,152,0
PRV55085,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,382.5,9180.0,75.5,4.454545454545454,0.0,2361.3636363636365,1811.3636363636363,22,0
PRV55086,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,188.33333333333334,14690.0,77.16666666666667,4.233333333333333,0.0,4082.3333333333335,1914.5,60,0
PRV55087,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,154.0,217.76119402985074,43770.0,73.7012987012987,4.4480519480519485,0.0,4242.727272727273,1936.0389610389611,154,0
PRV55088,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,491.93548387096774,15250.0,75.12903225806451,4.064516129032258,0.0,3695.483870967742,2119.6774193548385,31,0
PRV55089,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,400.0,400.0,80.0,0.0,0.0,0.0,400.0,1,0
PRV55091,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,263.8888888888889,4750.0,67.77777777777777,4.611111111111111,0.0,5111.111111111111,5052.222222222223,18,0
PRV55092,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,82.5,660.0,75.625,4.5,0.0,5163.75,990.0,8,0
PRV55093,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,177.89473684210526,3380.0,76.88888888888889,4.388888888888889,0.05555555555555555,5167.777777777777,1386.6666666666667,18,0
PRV55094,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,900.0,17100.0,70.61111111111111,4.388888888888889,0.0,6493.333333333333,4116.666666666667,18,0
PRV55095,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,376.0,7520.0,78.7,5.4,0.0,6309.0,1967.0,20,0
PRV55096,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,198.14814814814815,5350.0,73.5,3.8461538461538463,0.038461538461538464,2605.3846153846152,1541.5384615384614,26,0
PRV55097,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,180.0,720.0,81.5,5.0,0.0,2802.5,2097.5,4,0
PRV55098,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,258.14814814814815,6970.0,71.88235294117646,4.0,0.0,2823.529411764706,1334.1176470588234,17,0
PRV55099,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,54.0,249.48453608247422,24200.0,75.31481481481481,4.185185185185185,0.0,5438.148148148148,1423.7037037037037,54,0
PRV55103,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,74.0,193.5897435897436,15100.0,75.22972972972973,4.378378378378378,0.013513513513513514,4930.675675675676,1557.4324324324325,74,0
PRV55104,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,46.0,286.15384615384613,14880.0,73.26086956521739,5.3478260869565215,0.0,6006.521739130435,2955.217391304348,46,0
PRV55106,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,774.0,3870.0,73.6,5.4,0.0,5200.0,2802.0,5,0
PRV55108,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,152.0,284.0358744394619,63340.0,73.70394736842105,4.4605263157894735,0.019736842105263157,4422.3026315789475,1755.0,152,0
PRV55110,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.0,249.0,9960.0,74.56521739130434,4.739130434782608,0.0,2792.1739130434785,1601.304347826087,23,0
PRV55111,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,140.3448275862069,4070.0,73.04,5.12,0.0,2319.6,1243.6,25,0
PRV55112,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,179.6875,5750.0,75.25806451612904,4.354838709677419,0.0,4690.0,2324.1935483870966,31,0
PRV55114,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,344.61538461538464,4480.0,76.07692307692308,4.769230769230769,0.0,538.4615384615385,2373.846153846154,13,0
PRV55116,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,143.0,288.4507042253521,81920.0,76.54545454545455,4.083916083916084,0.006993006993006993,3359.5804195804194,1727.3426573426573,143,0
PRV55117,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,200.0,800.0,66.75,3.75,0.0,4475.0,1857.5,4,0
PRV55118,No,2.0,2.0,5000.0,10000.0,4.0,5.0,9.0,3.0,3.0,200.0,600.0,65.4,5.6,0.0,11274.0,910.0,5,0
PRV55120,No,8.0,8.0,7250.0,58000.0,4.0,6.0,8.375,1.0,1.0,200.0,200.0,78.66666666666667,5.444444444444445,0.0,7231.111111111111,1150.0,9,0
PRV55121,No,20.0,20.0,8653.5,173070.0,6.1,35.0,7.8,0.0,0.0,0.0,0.0,69.65,6.05,0.0,12010.0,2091.5,20,0
PRV55122,No,1.0,1.0,5000.0,5000.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,82.0,5.0,0.0,5000.0,3390.0,1,0
PRV55123,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,45.0,90.0,77.5,2.0,0.0,0.0,1340.0,2,0
PRV55124,No,9.0,8.0,16888.88888888889,152000.0,7.666666666666667,14.0,9.0,0.0,0.0,0.0,0.0,79.375,5.875,0.0,24247.5,707.5,8,0
PRV55126,No,2.0,2.0,6500.0,13000.0,19.0,35.0,9.5,0.0,0.0,0.0,0.0,70.0,7.5,0.0,10135.0,35.0,2,0
PRV55128,No,8.0,8.0,13875.0,111000.0,6.875,20.0,8.75,0.0,0.0,0.0,0.0,81.75,6.625,0.0,23568.75,3231.25,8,0
PRV55129,No,1.0,1.0,10000.0,10000.0,3.0,3.0,7.0,2.0,2.0,300.0,600.0,75.33333333333333,3.3333333333333335,0.0,7000.0,820.0,3,0
PRV55130,No,3.0,3.0,9333.333333333334,28000.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,63.333333333333336,4.0,0.0,21640.0,1753.3333333333333,3,0
PRV55131,No,2.0,2.0,23500.0,47000.0,5.0,9.0,5.5,0.0,0.0,0.0,0.0,82.0,4.5,0.0,23505.0,2885.0,2,0
PRV55132,No,10.0,10.0,10800.0,108000.0,2.9,6.0,8.3,0.0,0.0,0.0,0.0,71.2,6.0,0.1,18263.0,1318.0,10,0
PRV55133,No,2.0,2.0,25000.0,50000.0,10.5,17.0,8.0,0.0,0.0,0.0,0.0,78.0,5.5,0.0,35815.0,8360.0,2,0
PRV55134,No,1.0,1.0,11000.0,11000.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,85.0,6.0,0.0,13000.0,780.0,1,0
PRV55135,No,3.0,3.0,8333.333333333334,25000.0,3.0,4.0,7.666666666666667,0.0,0.0,0.0,0.0,58.333333333333336,4.333333333333333,0.0,13333.333333333334,1030.0,3,0
PRV55136,No,8.0,8.0,12750.0,102000.0,6.5,17.0,8.875,0.0,0.0,0.0,0.0,73.875,5.125,0.125,19750.0,1957.5,8,0
PRV55137,No,2.0,2.0,19000.0,38000.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,77.5,6.0,0.0,24600.0,70.0,2,0
PRV55138,No,3.0,3.0,8333.333333333334,25000.0,13.333333333333334,23.0,9.0,0.0,0.0,0.0,0.0,84.0,7.333333333333333,0.0,10333.333333333334,1566.6666666666667,3,0
PRV55140,No,9.0,9.0,9444.444444444445,85000.0,3.3333333333333335,11.0,7.222222222222222,0.0,0.0,0.0,0.0,68.11111111111111,5.666666666666667,0.0,10918.888888888889,1782.2222222222222,9,0
PRV55141,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,45.0,90.0,84.0,3.5,0.0,11500.0,1405.0,2,0
PRV55143,No,1.0,1.0,10000.0,10000.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,79.0,8.0,0.0,10000.0,1900.0,1,0
PRV55144,No,2.0,2.0,20500.0,41000.0,12.0,19.0,9.0,0.0,0.0,0.0,0.0,61.0,5.5,0.0,51165.0,1180.0,2,0
PRV55145,No,14.0,14.0,10214.285714285714,143000.0,5.214285714285714,15.0,8.357142857142858,0.0,0.0,0.0,0.0,71.64285714285714,5.071428571428571,0.0,14470.0,937.1428571428571,14,0
PRV55146,No,1.0,1.0,6000.0,6000.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,72.0,9.0,0.0,16200.0,2090.0,1,0
PRV55147,Yes,6.0,6.0,18700.0,112200.0,7.333333333333333,22.0,8.0,0.0,0.0,0.0,0.0,75.33333333333333,5.5,0.0,27066.666666666668,4898.333333333333,6,1
PRV55148,No,1.0,1.0,7000.0,7000.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,84.0,6.0,0.0,7560.0,7060.0,1,0
PRV55149,No,16.0,16.0,9062.5,145000.0,5.75,29.0,8.0625,0.0,0.0,0.0,0.0,77.25,5.875,0.0,18018.75,935.0,16,0
PRV55150,No,4.0,4.0,4750.0,19000.0,3.0,6.0,8.75,2.0,2.0,50.0,100.0,75.16666666666667,6.166666666666667,0.0,8150.0,1996.6666666666667,6,0
PRV55151,No,1.0,1.0,10000.0,10000.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,63.0,3.0,0.0,10000.0,1120.0,1,0
PRV55152,No,10.0,10.0,7830.0,78300.0,4.3,9.0,8.1,0.0,0.0,0.0,0.0,74.4,5.3,0.0,14684.0,1039.0,10,0
PRV55154,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,900.0,900.0,80.0,3.0,0.0,0.0,1420.0,1,0
PRV55155,No,9.0,9.0,7555.555555555556,68000.0,6.444444444444445,16.0,7.333333333333333,0.0,0.0,0.0,0.0,69.22222222222223,4.555555555555555,0.0,15322.222222222223,901.1111111111111,9,0
PRV55156,No,1.0,1.0,6000.0,6000.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,69.0,1.0,0.0,6000.0,40.0,1,0
PRV55157,No,3.0,3.0,5333.333333333333,16000.0,5.333333333333333,8.0,8.666666666666666,0.0,0.0,0.0,0.0,78.66666666666667,6.0,0.0,8666.666666666666,306.6666666666667,3,0
PRV55158,No,29.0,28.0,11620.689655172413,337000.0,5.206896551724138,14.0,8.689655172413794,669.0,509.0,255.91928251121075,171210.0,73.97378277153558,4.520599250936329,0.011235955056179775,5157.059925093633,2097.2097378277153,534,0
PRV55160,No,10.0,10.0,12000.0,120000.0,8.5,22.0,7.7,0.0,0.0,0.0,0.0,68.0,6.2,0.0,15609.0,318.0,10,0
PRV55161,No,2.0,2.0,14000.0,28000.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,69.0,4.5,0.0,30810.0,2420.0,2,0
PRV55163,Yes,1.0,1.0,13000.0,13000.0,4.0,4.0,9.0,586.0,365.0,265.7849829351536,155750.0,73.51780821917808,4.254794520547946,0.0027397260273972603,3821.3150684931506,1931.4520547945206,365,1
PRV55164,No,17.0,16.0,12058.823529411764,205000.0,6.235294117647059,23.0,7.764705882352941,137.0,98.0,253.72262773722628,34760.0,71.69911504424779,4.185840707964601,0.017699115044247787,5587.699115044248,1568.495575221239,113,0
PRV55165,Yes,30.0,28.0,9400.0,282000.0,5.1,35.0,7.666666666666667,211.0,202.0,226.87203791469193,47870.0,72.34210526315789,4.609649122807017,0.008771929824561403,5253.508771929824,2086.0526315789475,228,1
PRV55166,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,70.0,274.1666666666667,19740.0,69.31428571428572,4.6,0.014285714285714285,2984.714285714286,1480.857142857143,70,0
PRV55167,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,80.0,354.25531914893617,33300.0,71.9375,4.3125,0.0125,3056.0,2674.5,80,0
PRV55168,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,82.0,387.76119402985074,51960.0,73.57317073170732,3.9146341463414633,0.036585365853658534,3937.317073170732,1745.7317073170732,82,0
PRV55169,No,83.0,79.0,9732.530120481928,807800.0,6.0,35.0,8.301204819277109,638.0,514.0,319.68652037617557,203960.0,71.76923076923077,4.394871794871795,0.011965811965811967,5338.08547008547,1931.8974358974358,585,0
PRV55171,Yes,41.0,34.0,8902.439024390244,365000.0,5.658536585365853,26.0,8.268292682926829,206.0,86.0,205.63106796116506,42360.0,70.9,4.3,0.0,5705.454545454545,1703.090909090909,110,1
PRV55172,Yes,55.0,48.0,11109.09090909091,611000.0,5.6909090909090905,35.0,8.018181818181818,59.0,56.0,1976.2711864406779,116600.0,73.4795918367347,4.785714285714286,0.0,8610.30612244898,2976.4285714285716,98,1
PRV55173,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,334.0,8350.0,74.16666666666667,4.958333333333333,0.0,8322.083333333334,2695.4166666666665,24,0
PRV55175,No,23.0,22.0,8304.347826086956,191000.0,4.478260869565218,20.0,8.478260869565217,281.0,247.0,226.33451957295372,63600.0,73.52059925093633,4.389513108614232,0.00749063670411985,3587.6779026217228,1997.6404494382023,267,0
PRV55176,No,1.0,1.0,6000.0,6000.0,2.0,2.0,10.0,19.0,19.0,139.47368421052633,2650.0,74.6,4.8,0.05,3720.0,1881.5,20,0
PRV55177,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,286.0,319.3272171253823,104420.0,73.61888111888112,4.370629370629371,0.01048951048951049,4040.27972027972,2277.7972027972028,286,0
PRV55178,No,2.0,2.0,5000.0,10000.0,2.0,4.0,7.0,29.0,27.0,293.44827586206895,8510.0,73.44827586206897,4.551724137931035,0.034482758620689655,3514.137931034483,2221.0344827586205,29,0
PRV55179,No,16.0,16.0,9437.5,151000.0,4.0625,10.0,8.3125,58.0,51.0,481.55172413793105,27930.0,72.33333333333333,4.96969696969697,0.015151515151515152,6426.212121212121,2661.969696969697,66,0
PRV55180,No,7.0,7.0,10000.0,70000.0,5.857142857142857,14.0,8.285714285714286,120.0,105.0,320.3333333333333,38440.0,72.67857142857143,4.928571428571429,0.008928571428571428,5619.017857142857,2796.875,112,0
PRV55181,No,35.0,29.0,9542.857142857143,334000.0,6.8,35.0,8.0,404.0,310.0,196.43564356435644,79360.0,72.68072289156626,4.5120481927710845,0.015060240963855422,5430.150602409639,1853.1927710843374,332,0
PRV55182,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,78.0,254.31372549019608,25940.0,72.0,4.230769230769231,0.01282051282051282,2093.7179487179487,1505.0,78,0
PRV55183,No,21.0,18.0,11380.952380952382,239000.0,5.571428571428571,17.0,7.857142857142857,96.0,74.0,195.3125,18750.0,71.28888888888889,4.644444444444445,0.011111111111111112,6394.222222222223,2047.4444444444443,90,0
PRV55184,No,1.0,1.0,0.0,0.0,4.0,4.0,9.0,55.0,44.0,286.54545454545456,15760.0,71.44444444444444,4.333333333333333,0.0,6815.111111111111,1712.6666666666667,45,0
PRV55185,No,5.0,5.0,9200.0,46000.0,2.2,5.0,7.4,201.0,68.0,329.2039800995025,66170.0,70.64285714285714,4.214285714285714,0.02857142857142857,2726.285714285714,1905.142857142857,70,0
PRV55187,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,101.0,234.16,29270.0,73.23762376237623,4.920792079207921,0.009900990099009901,5082.277227722772,2140.990099009901,101,0
PRV55188,No,4.0,3.0,8750.0,35000.0,3.0,6.0,7.75,203.0,112.0,189.50738916256157,38470.0,73.1875,4.1875,0.008928571428571428,2654.0178571428573,1828.75,112,0
PRV55189,No,36.0,35.0,8777.777777777777,316000.0,3.6666666666666665,12.0,8.13888888888889,97.0,82.0,246.8041237113402,23940.0,73.05217391304348,5.173913043478261,0.017391304347826087,6635.04347826087,2185.7391304347825,115,0
PRV55191,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,87.0,192.11111111111111,17290.0,72.51724137931035,4.827586206896552,0.011494252873563218,4657.701149425287,2038.0459770114942,87,0
PRV55192,No,15.0,15.0,9806.666666666666,147100.0,4.266666666666667,9.0,7.8,238.0,220.0,300.5882352941176,71540.0,71.13675213675214,4.722222222222222,0.004273504273504274,4167.777777777777,1890.8119658119658,234,0
PRV55193,Yes,31.0,25.0,14193.548387096775,440000.0,6.774193548387097,35.0,8.258064516129032,13.0,13.0,336.9230769230769,4380.0,71.34210526315789,5.2631578947368425,0.0,13570.263157894737,1530.5263157894738,38,1
PRV55194,Yes,169.0,139.0,9550.295857988165,1614000.0,5.201183431952662,27.0,7.928994082840236,252.0,237.0,344.8412698412698,86900.0,72.8695652173913,4.646739130434782,0.002717391304347826,7424.755434782609,2118.233695652174,368,1
PRV55195,Yes,16.0,15.0,14750.0,236000.0,6.0625,35.0,8.0625,61.0,55.0,175.9016393442623,10730.0,70.57971014492753,4.753623188405797,0.0,6456.521739130435,2421.8840579710145,69,1
PRV55196,No,6.0,6.0,18500.0,111000.0,6.5,13.0,8.0,167.0,147.0,238.26347305389223,39790.0,72.39869281045752,4.352941176470588,0.0196078431372549,3591.372549019608,1735.4901960784314,153,0
PRV55197,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,50.0,331.64383561643837,24210.0,73.3,4.44,0.02,6506.6,4304.4,50,0
PRV55198,No,2.0,2.0,4000.0,8000.0,4.5,5.0,6.0,66.0,58.0,216.36363636363637,14280.0,71.36666666666666,4.733333333333333,0.0,3772.8333333333335,1843.8333333333333,60,0
PRV55200,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,55.0,293.4782608695652,20250.0,73.41818181818182,4.9818181818181815,0.0,3250.909090909091,2457.6363636363635,55,0
PRV55202,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,399.3333333333333,11980.0,67.48148148148148,5.2592592592592595,0.0,5883.333333333333,2442.962962962963,27,0
PRV55203,No,5.0,5.0,8800.0,44000.0,4.8,7.0,7.6,20.0,20.0,123.5,2470.0,74.72,4.4,0.04,6203.2,1487.6,25,0
PRV55205,No,38.0,37.0,12842.105263157895,488000.0,6.2368421052631575,35.0,7.7631578947368425,222.0,205.0,675.9459459459459,150060.0,73.90416666666667,4.575,0.0,6037.791666666667,2536.875,240,0
PRV55206,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,92.0,321.2621359223301,33090.0,74.98913043478261,4.239130434782608,0.0,3224.5652173913045,1608.5869565217392,92,0
PRV55207,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,151.0,248.562874251497,41510.0,72.96026490066225,4.264900662251655,0.006622516556291391,3923.3112582781455,2015.430463576159,151,0
PRV55208,No,7.0,7.0,9714.285714285714,68000.0,6.285714285714286,16.0,8.0,46.0,44.0,180.43478260869566,8300.0,73.46,4.88,0.0,5902.2,2164.6,50,0
PRV55209,Yes,275.0,243.0,10022.181818181818,2756100.0,5.341818181818182,25.0,8.12,487.0,434.0,325.66735112936345,158600.0,72.01517450682853,4.770864946889226,0.013657056145675266,7864.962063732929,1821.2443095599392,659,1
PRV55210,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,68.0,290.11494252873564,50480.0,72.13235294117646,4.4411764705882355,0.014705882352941176,7347.5,1777.3529411764705,68,0
PRV55211,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,219.6875,7030.0,70.96875,4.46875,0.0,4340.3125,2268.125,32,0
PRV55213,No,3.0,3.0,22333.333333333332,67000.0,26.666666666666668,35.0,8.333333333333334,78.0,65.0,171.66666666666666,13390.0,74.51515151515152,4.651515151515151,0.0,4682.575757575758,1576.3636363636363,66,0
PRV55214,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,173.0,241.47368421052633,45880.0,73.16763005780346,4.404624277456647,0.0,5014.682080924856,2400.9826589595377,173,0
PRV55215,Yes,143.0,139.0,9491.608391608392,1357300.0,5.538461538461538,34.0,8.265734265734265,3250.0,2517.0,285.3107692307692,927260.0,72.57012888551934,4.305534495830174,0.01023502653525398,4482.274450341168,2052.2668688400304,2638,1
PRV55216,No,5.0,5.0,7400.0,37000.0,4.8,13.0,8.2,75.0,48.0,298.26666666666665,22370.0,73.67307692307692,3.9038461538461537,0.0,1487.3076923076924,1262.6923076923076,52,0
PRV55218,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,82.0,222.4468085106383,20910.0,71.89024390243902,4.719512195121951,0.0,4345.365853658536,2329.878048780488,82,0
PRV55219,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,85.0,196.96629213483146,17530.0,71.23529411764706,4.2,0.011764705882352941,3656.823529411765,2285.8823529411766,85,0
PRV55220,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,89.0,228.23529411764707,23280.0,71.64044943820225,4.797752808988764,0.02247191011235955,3722.921348314607,2058.6516853932585,89,0
PRV55224,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,252.17391304347825,5800.0,70.8695652173913,3.739130434782609,0.0,3312.1739130434785,1884.3478260869565,23,0
PRV55225,Yes,9.0,9.0,19888.88888888889,179000.0,6.777777777777778,27.0,8.444444444444445,57.0,55.0,357.719298245614,20390.0,75.03125,4.765625,0.0,7357.96875,2383.125,64,1
PRV55226,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,219.0,333.4297520661157,80690.0,73.84018264840182,4.616438356164384,0.0045662100456621,6013.7899543379,2381.8264840182646,219,0
PRV55227,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,42.0,263.04347826086956,12100.0,72.04761904761905,4.595238095238095,0.0,6110.476190476191,1902.6190476190477,42,0
PRV55229,No,16.0,16.0,10687.5,171000.0,6.75,30.0,8.1875,227.0,202.0,381.1453744493392,86520.0,73.25688073394495,4.41743119266055,0.0,5387.064220183486,2319.3577981651374,218,0
PRV55230,Yes,225.0,197.0,11192.666666666666,2518350.0,6.64,35.0,8.302222222222222,340.0,325.0,277.61764705882354,94390.0,72.31650485436893,4.871844660194175,0.011650485436893204,8860.990291262136,2188.116504854369,515,1
PRV55231,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,99.0,329.12698412698415,41470.0,71.88888888888889,4.393939393939394,0.020202020202020204,4973.434343434344,2341.313131313131,99,0
PRV55232,No,28.0,27.0,9931.785714285714,278090.0,4.142857142857143,21.0,8.25,79.0,68.0,409.24050632911394,32330.0,69.21052631578948,4.273684210526316,0.010526315789473684,6733.263157894737,2026.9473684210527,95,0
PRV55233,No,1.0,1.0,4000.0,4000.0,3.0,3.0,9.0,186.0,99.0,273.8709677419355,50940.0,73.55555555555556,4.242424242424242,0.010101010101010102,3363.6363636363635,2241.4141414141413,99,0
PRV55234,No,7.0,7.0,5257.142857142857,36800.0,8.0,17.0,7.857142857142857,177.0,165.0,326.55367231638417,57800.0,71.6046511627907,4.244186046511628,0.005813953488372093,4521.686046511628,2026.046511627907,172,0
PRV55235,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,118.0,380.75,60920.0,72.38135593220339,4.135593220338983,0.0,2964.237288135593,2181.35593220339,118,0
PRV55236,No,20.0,18.0,11000.0,220000.0,8.8,35.0,8.6,34.0,21.0,507.6470588235294,17260.0,74.0,4.9714285714285715,0.0,8105.428571428572,2498.5714285714284,35,0
PRV55237,No,15.0,15.0,7400.0,111000.0,4.066666666666666,11.0,7.8,102.0,95.0,202.94117647058823,20700.0,71.73148148148148,4.407407407407407,0.0,5316.111111111111,1601.7592592592594,108,0
PRV55238,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,388.61386138613864,39250.0,72.04950495049505,4.306930693069307,0.0,4456.831683168317,2510.891089108911,101,0
PRV55239,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,154.0,307.70186335403724,49540.0,74.72077922077922,4.766233766233766,0.01948051948051948,5784.675324675325,2236.4285714285716,154,0
PRV55240,No,11.0,11.0,6963.636363636364,76600.0,3.5454545454545454,10.0,7.363636363636363,152.0,136.0,284.4736842105263,43240.0,73.86206896551724,4.462068965517242,0.0,5358.482758620689,1705.5172413793102,145,0
PRV55242,No,10.0,7.0,6200.0,62000.0,3.8,14.0,7.7,24.0,21.0,151.25,3630.0,73.46428571428571,4.857142857142857,0.0,5066.785714285715,1354.2857142857142,28,0
PRV55243,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,231.0,257.70428015564204,66230.0,73.6103896103896,4.294372294372295,0.012987012987012988,3588.311688311688,2070.909090909091,231,0
PRV55244,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,300.0,7500.0,69.24,4.56,0.0,8612.4,2984.0,25,0
